Title of dataset,ESS round,Edition,Production date,Respondent's identification number,Country,Design weight,Post-stratification weight including design weight,Population size weight (must be combined with dweight or pspwght),Analysis weight,Sampling probability,Sampling stratum,Primary sampling unit,Personal use of internet/e-mail/www,"Internet use, how often","Internet use, how much time on typical day, in minutes","News about politics and current affairs, watching, reading or listening, in minutes","Newspaper reading, politics/current affairs on average weekday","Newspaper reading, total time on average weekday","Most people try to take advantage of you, or try to be fair",Most of the time people helpful or mostly looking out for themselves,Most people can be trusted or you can't be too careful,"Radio listening, news/politics/current affairs on average weekday","Radio listening, total time on average weekday","TV watching, news/politics/current affairs on average weekday","TV watching, total time on average weekday",Placement on left right scale,Trust in the legal system,Trust in politicians,"Party voted for in last national election, United Kingdom","Party voted for in last national election, United Kingdom","Party voted for in last national election, United Kingdom","Party voted for in last national election, United Kingdom","Party voted for in last national election, United Kingdom",Feeling of safety of walking alone in local area after dark,How emotionally attached to [country],How emotionally attached to Europe,Belong to minority ethnic group in country,How often worry about your home being burgled,Born in country,Country of birth,Citizen of country,Member of a group discriminated against in this country,"Religion or denomination belonging to at present, United Kingdom","Religion or denomination belonging to in the past, United Kingdom",Number of people living regularly as member of household,Gender,Gender of second person in household,Year of birth,"Age of respondent, calculated","Age of respondent, calculated","Age group, post coded","Highest level of education, United Kingdom","Highest level of education, United Kingdom","Legal marital status, United Kingdom","Relationship with husband/wife/partner currently living with, United Kingdom",Important that government is strong and ensures safety,Important that government is strong and ensures safety,Region,"Region, United Kingdom",Year,Adjusted l/r placement
ESS5e03_6,5,3.6,18.08.2025,10901626,GB,0.5291676,0.32230654,2.1136785,0.6812524,,,,7.0,,,,1.0,1.0,5,5,7,1.0,2.0,1.0,3.0,2,9,4,2.0,,,,,2,,,2.0,4.0,1,,1,2,Not applicable,6666.0,1,1,6,1950,,60,,,,,,2.0,,North West (England),,2010,-3
ESS5e03_6,5,3.6,18.08.2025,10901659,GB,1.0583352,1.2420653,2.1136785,2.6253266,,,,7.0,,,,0.0,1.0,3,3,7,0.0,1.0,5.0,7.0,5,2,0,66.0,,,,,1,,,2.0,4.0,1,,1,2,Not applicable,6666.0,2,1,2,1980,,30,,,,,,1.0,,North West (England),,2010,0
ESS5e03_6,5,3.6,18.08.2025,10901667,GB,1.5875027,0.96691966,2.1136785,2.0437572,,,,7.0,,,,66.0,0.0,2,6,8,2.0,2.0,1.0,2.0,5,8,8,2.0,,,,,1,,,2.0,4.0,1,,1,2,Roman Catholic,6666.0,3,1,2,1953,,57,,,,,,2.0,,North West (England),,2010,0
ESS5e03_6,5,3.6,18.08.2025,10901717,GB,0.5291676,0.41491604,2.1136785,0.8769991,,,,7.0,,,,1.0,1.0,5,3,2,2.0,5.0,0.0,6.0,8,4,2,1.0,,,,,2,,,2.0,2.0,1,,1,2,Not applicable,6666.0,6,2,1,1972,,38,,,,,,2.0,,North West (England),,2010,3
ESS5e03_6,5,3.6,18.08.2025,10901725,GB,1.0583352,1.2420653,2.1136785,2.6253266,,,,7.0,,,,2.0,3.0,2,7,2,7.0,7.0,3.0,7.0,5,5,1,2.0,,,,,1,,,2.0,4.0,2,,2,2,Not applicable,6666.0,2,1,2,1978,,32,,,,,,3.0,,North West (England),,2010,0
ESS5e03_6,5,3.6,18.08.2025,10901733,GB,0.5291676,0.32230654,2.1136785,0.6812524,,,,0.0,,,,66.0,0.0,3,7,5,3.0,6.0,3.0,5.0,5,4,5,1.0,,,,,1,,,2.0,2.0,1,,1,2,Church of England / Anglican,6666.0,1,1,6,1937,,73,,,,,,2.0,,North West (England),,2010,0
ESS5e03_6,5,3.6,18.08.2025,10901741,GB,0.5291676,0.42942557,2.1136785,0.9076676,,,,7.0,,,,0.0,1.0,5,5,4,66.0,0.0,1.0,7.0,5,0,0,66.0,,,,,2,,,2.0,4.0,2,,1,2,Not applicable,6666.0,1,2,6,1970,,40,,,,,,4.0,,North West (England),,2010,0
ESS5e03_6,5,3.6,18.08.2025,10901766,GB,0.5291676,0.5346112,2.1136785,1.1299962,,,,7.0,,,,1.0,1.0,5,5,5,1.0,2.0,1.0,4.0,5,5,3,66.0,,,,,1,,,2.0,4.0,1,,1,2,Not applicable,6666.0,1,1,6,1979,,31,,,,,,2.0,,North West (England),,2010,0
ESS5e03_6,5,3.6,18.08.2025,10901774,GB,1.0583352,0.9076401,2.1136785,1.9184593,,,,7.0,,,,1.0,2.0,7,7,7,1.0,2.0,2.0,5.0,4,7,4,2.0,,,,,1,,,2.0,4.0,1,,1,2,Church of England / Anglican,6666.0,3,2,1,1978,,32,,,,,,1.0,,North West (England),,2010,-1
ESS5e03_6,5,3.6,18.08.2025,10901808,GB,0.5291676,0.32230654,2.1136785,0.6812524,,,,7.0,,,,1.0,1.0,7,7,8,3.0,5.0,2.0,2.0,3,8,5,2.0,,,,,2,,,2.0,3.0,1,,1,2,Not applicable,6666.0,1,1,6,1941,,69,,,,,,3.0,,North West (England),,2010,-2
ESS5e03_6,5,3.6,18.08.2025,11001840,GB,0.5291676,0.3788146,2.1136785,0.80069226,,,,6.0,,,,0.0,1.0,6,8,8,66.0,0.0,2.0,2.0,4,9,6,66.0,,,,,2,,,1.0,3.0,2,,2,2,Roman Catholic,6666.0,1,2,6,1969,,41,,,,,,1.0,,Yorkshire and the Humber,,2010,-1
ESS5e03_6,5,3.6,18.08.2025,11001865,GB,3.1750054,2.9285717,2.1136785,6.1900587,,,,7.0,,,,66.0,0.0,4,7,8,66.0,0.0,1.0,2.0,6,10,4,2.0,,,,,1,,,1.0,2.0,1,,1,2,Islam / Muslim,6666.0,8,1,1,1983,,28,,,,,,1.0,,Yorkshire and the Humber,,2010,1
ESS5e03_6,5,3.6,18.08.2025,11001899,GB,0.5291676,0.30470335,2.1136785,0.64404494,,,,1.0,,,,66.0,0.0,5,7,5,66.0,0.0,2.0,7.0,5,88,2,66.0,,,,,4,,,2.0,4.0,1,,1,2,Church of England / Anglican,6666.0,1,2,6,1936,,74,,,,,,3.0,,Yorkshire and the Humber,,2010,0
ESS5e03_6,5,3.6,18.08.2025,11001907,GB,1.0583352,0.7576292,2.1136785,1.6013845,,,,7.0,,,,66.0,0.0,5,5,5,1.0,5.0,3.0,5.0,3,6,5,2.0,,,,,2,,,2.0,3.0,1,,1,1,Other,6666.0,3,2,1,1969,,41,,,,,,1.0,,Yorkshire and the Humber,,2010,-2
ESS5e03_6,5,3.6,18.08.2025,11001915,GB,2.1166704,2.267989,2.1136785,4.7937994,,,,6.0,,,,66.0,0.0,5,6,6,66.0,0.0,0.0,7.0,8,7,6,2.0,,,,,1,,,8.0,4.0,2,,1,2,Islam / Muslim,6666.0,5,1,2,1992,,18,,,,,,3.0,,Yorkshire and the Humber,,2010,3
ESS5e03_6,5,3.6,18.08.2025,11001931,GB,1.0583352,2.4891076,2.1136785,5.2611732,,,,7.0,,,,1.0,1.0,4,2,3,1.0,7.0,1.0,4.0,5,6,7,66.0,,,,,2,,,2.0,3.0,2,,2,2,Not applicable,6666.0,2,1,2,1984,,26,,,,,,3.0,,Yorkshire and the Humber,,2010,0
ESS5e03_6,5,3.6,18.08.2025,11001980,GB,1.0583352,1.1513708,2.1136785,2.4336276,,,,6.0,,,,66.0,0.0,5,5,4,0.0,4.0,2.0,7.0,5,5,4,2.0,,,,,3,,,1.0,2.0,1,,1,2,Not applicable,13.0,2,1,1,1970,,40,,,,,,5.0,,Yorkshire and the Humber,,2010,0
ESS5e03_6,5,3.6,18.08.2025,11002006,GB,1.5875027,1.7270561,2.1136785,3.6504414,,,,7.0,,,,66.0,0.0,6,5,7,66.0,0.0,0.0,7.0,5,0,3,2.0,,,,,2,,,2.0,2.0,1,,1,1,Not applicable,6666.0,3,1,2,1971,,39,,,,,,2.0,,Yorkshire and the Humber,,2010,0
ESS5e03_6,5,3.6,18.08.2025,11102010,GB,0.5291676,0.29540354,2.1136785,0.6243881,,,,3.0,,,,66.0,0.0,5,8,7,0.0,4.0,3.0,4.0,4,4,2,66.0,,,,,3,,,2.0,2.0,1,,1,2,Other,6666.0,1,2,6,1949,,61,,,,,,1.0,,Yorkshire and the Humber,,2010,-1
ESS5e03_6,5,3.6,18.08.2025,11102044,GB,0.5291676,0.29540354,2.1136785,0.6243881,,,,6.0,,,,1.0,2.0,7,5,9,4.0,7.0,1.0,1.0,1,5,2,2.0,,,,,1,,,2.0,2.0,1,,1,1,Not applicable,5.0,1,2,6,1952,,58,,,,,,2.0,,Yorkshire and the Humber,,2010,-4
ESS5e03_6,5,3.6,18.08.2025,11102051,GB,0.5291676,0.30470335,2.1136785,0.64404494,,,,0.0,,,,66.0,0.0,3,5,4,1.0,2.0,1.0,7.0,7,6,3,1.0,,,,,4,,,2.0,3.0,1,,1,2,Church of England / Anglican,6666.0,1,2,6,1941,,69,,,,,,2.0,,Yorkshire and the Humber,,2010,2
ESS5e03_6,5,3.6,18.08.2025,11102085,GB,1.0583352,0.5908071,2.1136785,1.2487762,,,,3.0,,,,1.0,2.0,4,5,5,0.0,7.0,2.0,5.0,5,6,3,2.0,,,,,3,,,2.0,3.0,1,,1,1,Other,6666.0,2,2,1,1952,,58,,,,,,2.0,,Yorkshire and the Humber,,2010,0
ESS5e03_6,5,3.6,18.08.2025,11102101,GB,0.5291676,3.9700003,2.1136785,8.391304,,,,0.0,,,,66.0,0.0,1,2,1,66.0,0.0,0.0,7.0,0,0,0,66.0,,,,,2,,,2.0,4.0,1,,1,2,Not applicable,6666.0,1,1,6,1949,,61,,,,,,5.0,,Yorkshire and the Humber,,2010,-5
ESS5e03_6,5,3.6,18.08.2025,11102119,GB,1.0583352,2.3341062,2.1136785,4.93355,,,,1.0,,,,66.0,0.0,5,8,7,0.0,1.0,2.0,4.0,5,7,6,66.0,,,,,2,,,2.0,3.0,1,,1,2,Not applicable,6666.0,4,2,1,1966,,44,,,,,,5.0,,Yorkshire and the Humber,,2010,0
ESS5e03_6,5,3.6,18.08.2025,11102135,GB,1.0583352,4.2721767,2.1136785,9.030008,,,,1.0,,,,0.0,1.0,5,5,5,1.0,3.0,2.0,3.0,5,6,2,1.0,,,,,3,,,2.0,3.0,1,,1,2,Other,6666.0,2,2,1,1942,,68,,,,,,2.0,,Yorkshire and the Humber,,2010,0
ESS5e03_6,5,3.6,18.08.2025,11102143,GB,1.5875027,1.2430009,2.1136785,2.627304,,,,7.0,,,,66.0,0.0,3,6,3,0.0,5.0,0.0,5.0,5,4,0,2.0,,,,,2,,,1.0,3.0,1,,1,2,Islam / Muslim,6666.0,6,2,1,1989,,21,,,,,,2.0,,Yorkshire and the Humber,,2010,0
ESS5e03_6,5,3.6,18.08.2025,11102150,GB,1.0583352,0.9761905,2.1136785,2.0633528,,,,2.0,,,,1.0,1.0,6,6,6,4.0,7.0,4.0,7.0,5,7,4,66.0,,,,,2,,,2.0,4.0,1,,1,2,Church of England / Anglican,6666.0,3,1,2,1987,,24,,,,,,1.0,,Yorkshire and the Humber,,2010,0
ESS5e03_6,5,3.6,18.08.2025,11102168,GB,1.0583352,0.58852595,2.1136785,1.2439547,,,,6.0,,,,66.0,0.0,4,5,3,0.0,1.0,1.0,6.0,4,6,5,3.0,,,,,3,,,2.0,3.0,1,,1,2,Not applicable,2.0,2,1,2,1943,,67,,,,,,1.0,,Yorkshire and the Humber,,2010,-1
ESS5e03_6,5,3.6,18.08.2025,11102176,GB,1.0583352,0.5908071,2.1136785,1.2487762,,,,7.0,,,,0.0,2.0,7,6,8,0.0,2.0,1.0,4.0,2,10,8,2.0,,,,,2,,,2.0,3.0,1,,1,2,Other,6666.0,2,2,1,1942,,68,,,,,,5.0,,Yorkshire and the Humber,,2010,-3
ESS5e03_6,5,3.6,18.08.2025,11202218,GB,0.5291676,0.30470335,2.1136785,0.64404494,,,,0.0,,,,1.0,1.0,5,5,4,66.0,0.0,2.0,7.0,5,5,5,1.0,,,,,3,,,2.0,2.0,1,,1,1,Church of England / Anglican,6666.0,1,2,6,1934,,76,,,,,,1.0,,Yorkshire and the Humber,,2010,0
ESS5e03_6,5,3.6,18.08.2025,11202226,GB,1.0583352,0.58852595,2.1136785,1.2439547,,,,5.0,,,,66.0,0.0,5,5,7,1.0,1.0,2.0,4.0,5,8,5,3.0,,,,,2,,,2.0,1.0,1,,1,2,Church of England / Anglican,6666.0,2,1,2,1946,,64,,,,,,2.0,,Yorkshire and the Humber,,2010,0
ESS5e03_6,5,3.6,18.08.2025,11202234,GB,1.0583352,1.014467,2.1136785,2.144257,,,,7.0,,,,1.0,1.0,5,5,1,0.0,1.0,0.0,2.0,4,8,3,66.0,,,,,2,,,2.0,2.0,2,,1,2,Not applicable,6666.0,3,1,2,1972,,38,,,,,,1.0,,Yorkshire and the Humber,,2010,-1
ESS5e03_6,5,3.6,18.08.2025,11202259,GB,1.0583352,1.014467,2.1136785,2.144257,,,,7.0,,,,66.0,0.0,8,6,8,0.0,3.0,2.0,5.0,8,6,5,1.0,,,,,2,,,2.0,2.0,1,,1,2,Church of England / Anglican,6666.0,2,1,2,1960,,50,,,,,,2.0,,Yorkshire and the Humber,,2010,3
ESS5e03_6,5,3.6,18.08.2025,11202275,GB,0.5291676,0.56699723,2.1136785,1.1984499,,,,7.0,,,,1.0,4.0,5,7,5,2.0,7.0,4.0,7.0,5,2,1,66.0,,,,,3,,,2.0,2.0,1,,1,2,Not applicable,1.0,1,1,6,1986,,24,,,,,,1.0,,Yorkshire and the Humber,,2010,0
ESS5e03_6,5,3.6,18.08.2025,11202358,GB,0.5291676,0.29426298,2.1136785,0.6219773,,,,7.0,,,,2.0,2.0,6,6,4,2.0,5.0,1.0,3.0,6,1,0,1.0,,,,,1,,,2.0,3.0,1,,1,1,Not applicable,2.0,1,1,6,1949,,61,,,,,,2.0,,Yorkshire and the Humber,,2010,1
ESS5e03_6,5,3.6,18.08.2025,11202374,GB,1.0583352,0.83661044,2.1136785,1.7683254,,,,7.0,,,,66.0,0.0,2,6,5,0.0,7.0,0.0,4.0,5,7,2,2.0,,,,,2,,,2.0,4.0,1,,1,1,Church of England / Anglican,6666.0,2,1,2,1954,,56,,,,,,2.0,,Yorkshire and the Humber,,2010,0
ESS5e03_6,5,3.6,18.08.2025,11202382,GB,1.0583352,0.7576292,2.1136785,1.6013845,,,,6.0,,,,3.0,3.0,6,7,6,1.0,5.0,2.0,7.0,5,5,4,1.0,,,,,2,,,2.0,3.0,1,,1,2,Not applicable,6666.0,3,2,1,1970,,40,,,,,,2.0,,Yorkshire and the Humber,,2010,0
ESS5e03_6,5,3.6,18.08.2025,11202390,GB,1.0583352,2.3341062,2.1136785,4.93355,,,,7.0,,,,66.0,0.0,8,7,0,66.0,0.0,2.0,6.0,3,2,0,66.0,,,,,2,,,2.0,2.0,1,,1,2,Not applicable,6666.0,2,2,1,1956,,54,,,,,,1.0,,Yorkshire and the Humber,,2010,-2
ESS5e03_6,5,3.6,18.08.2025,11202408,GB,1.0583352,0.78412336,2.1136785,1.6573846,,,,7.0,,,,66.0,0.0,5,3,5,0.0,2.0,0.0,4.0,2,7,0,66.0,,,,,1,,,2.0,4.0,1,,1,2,Not applicable,6666.0,2,2,1,1963,,47,,,,,,3.0,,Yorkshire and the Humber,,2010,-3
ESS5e03_6,5,3.6,18.08.2025,11302414,GB,2.1166704,1.6573346,2.1136785,3.5030723,,,,7.0,,,,0.0,1.0,8,8,5,0.0,2.0,0.0,7.0,0,88,88,66.0,,,,,3,,,2.0,4.0,1,,1,2,Not applicable,6666.0,4,2,1,1993,,17,,,,,,4.0,,Yorkshire and the Humber,,2010,-5
ESS5e03_6,5,3.6,18.08.2025,11302422,GB,1.0583352,0.88155556,2.1136785,1.863325,,,,7.0,,,,66.0,0.0,5,5,4,0.0,4.0,3.0,7.0,1,5,5,66.0,,,,,1,,,2.0,2.0,1,,1,2,Not applicable,6666.0,4,2,1,1985,,25,,,,,,3.0,,Yorkshire and the Humber,,2010,-4
ESS5e03_6,5,3.6,18.08.2025,11302430,GB,0.5291676,0.41830522,2.1136785,0.8841627,,,,6.0,,,,1.0,2.0,3,4,1,3.0,7.0,0.0,2.0,8,2,2,7.0,,,,,2,,,2.0,4.0,1,,1,1,Not applicable,6666.0,1,1,6,1955,,55,,,,,,1.0,,Yorkshire and the Humber,,2010,3
ESS5e03_6,5,3.6,18.08.2025,11302448,GB,1.0583352,0.88155556,2.1136785,1.863325,,,,7.0,,,,66.0,0.0,5,6,3,4.0,7.0,2.0,3.0,6,6,4,3.0,,,,,2,,,2.0,2.0,1,,1,2,Not applicable,6666.0,4,2,1,1980,,30,,,,,,2.0,,Yorkshire and the Humber,,2010,1
ESS5e03_6,5,3.6,18.08.2025,11302455,GB,1.0583352,0.6094067,2.1136785,1.2880899,,,,7.0,,,,66.0,0.0,5,5,5,66.0,0.0,0.0,7.0,5,4,4,1.0,,,,,1,,,2.0,2.0,2,,2,2,Roman Catholic,6666.0,2,2,1,1945,,65,,,,,,1.0,,Yorkshire and the Humber,,2010,0
ESS5e03_6,5,3.6,18.08.2025,11302471,GB,0.5291676,0.5072335,2.1136785,1.0721285,,,,7.0,,,,1.0,1.0,7,8,7,1.0,4.0,1.0,5.0,7,8,5,1.0,,,,,2,,,2.0,4.0,1,,1,2,Church of England / Anglican,6666.0,1,1,6,1973,,37,,,,,,2.0,,Yorkshire and the Humber,,2010,2
ESS5e03_6,5,3.6,18.08.2025,11302489,GB,1.5875027,1.5217004,2.1136785,3.2163854,,,,7.0,,,,1.0,2.0,3,5,2,2.0,3.0,2.0,4.0,5,0,0,66.0,,,,,1,,,1.0,4.0,1,,1,1,Other,6666.0,3,1,1,1972,,38,,,,,,2.0,,Yorkshire and the Humber,,2010,0
ESS5e03_6,5,3.6,18.08.2025,11302497,GB,1.5875027,0.8180305,2.1136785,1.7290534,,,,5.0,,,,1.0,3.0,5,7,5,66.0,0.0,3.0,5.0,5,4,2,88.0,,,,,4,,,2.0,3.0,1,,1,2,Church of England / Anglican,6666.0,3,2,1,1932,,78,,,,,,1.0,,Yorkshire and the Humber,,2010,0
ESS5e03_6,5,3.6,18.08.2025,11302513,GB,0.5291676,0.27267683,2.1136785,0.5763511,,,,3.0,,,,3.0,5.0,8,7,7,3.0,7.0,3.0,6.0,10,7,7,1.0,,,,,2,,,2.0,3.0,1,,1,2,Church of England / Anglican,6666.0,1,2,6,1937,,73,,,,,,3.0,,Yorkshire and the Humber,,2010,5
ESS5e03_6,5,3.6,18.08.2025,11302521,GB,1.0583352,0.5310578,2.1136785,1.1224854,,,,0.0,,,,0.0,1.0,7,7,0,66.0,0.0,0.0,7.0,6,6,5,1.0,,,,,2,,,2.0,4.0,1,,1,2,Not applicable,2.0,2,1,2,1925,,85,,,,,,1.0,,Yorkshire and the Humber,,2010,1
ESS5e03_6,5,3.6,18.08.2025,11302547,GB,1.5875027,1.2430009,2.1136785,2.627304,,,,7.0,,,,0.0,2.0,5,5,5,0.0,1.0,2.0,7.0,4,7,88,66.0,,,,,2,,,2.0,2.0,1,,1,2,Not applicable,6666.0,4,2,1,1994,,16,,,,,,4.0,,Yorkshire and the Humber,,2010,-1
ESS5e03_6,5,3.6,18.08.2025,11302570,GB,1.0583352,0.78412336,2.1136785,1.6573846,,,,7.0,,,,1.0,4.0,5,7,3,1.0,1.0,1.0,2.0,5,4,2,66.0,,,,,2,,,2.0,3.0,1,,1,2,Not applicable,6666.0,2,2,1,1961,,49,,,,,,1.0,,Yorkshire and the Humber,,2010,0
ESS5e03_6,5,3.6,18.08.2025,11302588,GB,1.0583352,1.014467,2.1136785,2.144257,,,,7.0,,,,66.0,0.0,7,6,7,66.0,0.0,2.0,6.0,7,3,3,1.0,,,,,2,,,2.0,2.0,1,,1,2,Not applicable,6666.0,4,1,2,1970,,40,,,,,,2.0,,Yorkshire and the Humber,,2010,2
ESS5e03_6,5,3.6,18.08.2025,11302604,GB,1.0583352,1.014467,2.1136785,2.144257,,,,6.0,,,,66.0,0.0,4,6,6,0.0,2.0,2.0,3.0,4,6,5,6.0,,,,,1,,,2.0,3.0,1,,1,2,Not applicable,6666.0,4,1,2,1967,,43,,,,,,3.0,,Yorkshire and the Humber,,2010,-1
ESS5e03_6,5,3.6,18.08.2025,11402613,GB,1.0583352,2.6412618,2.1136785,5.582778,,,,6.0,,,,0.0,2.0,2,8,2,1.0,5.0,3.0,7.0,3,6,2,3.0,,,,,3,,,2.0,2.0,1,,1,2,Church of England / Anglican,6666.0,2,2,1,1956,,54,,,,,,2.0,,South West (England),,2010,-2
ESS5e03_6,5,3.6,18.08.2025,11402621,GB,1.0583352,1.1046518,2.1136785,2.3348787,,,,6.0,,,,66.0,0.0,6,7,4,1.0,1.0,1.0,6.0,4,7,4,2.0,,,,,3,,,2.0,3.0,1,,1,1,Church of England / Anglican,6666.0,3,1,2,1983,,27,,,,,,2.0,,South West (England),,2010,-1
ESS5e03_6,5,3.6,18.08.2025,11402639,GB,1.0583352,0.6896013,2.1136785,1.4575955,,,,0.0,,,,0.0,1.0,5,6,6,66.0,0.0,2.0,7.0,6,7,7,66.0,,,,,3,,,2.0,2.0,1,,1,2,Other,6666.0,2,2,1,1940,,70,,,,,,8.0,,South West (England),,2010,1
ESS5e03_6,5,3.6,18.08.2025,11402662,GB,1.0583352,0.8873097,2.1136785,1.8754873,,,,7.0,,,,1.0,1.0,4,5,6,88.0,7.0,3.0,5.0,5,7,4,77.0,,,,,1,,,2.0,3.0,1,,1,2,Other,6666.0,2,2,1,1966,,44,,,,,,2.0,,South West (England),,2010,0
ESS5e03_6,5,3.6,18.08.2025,11402670,GB,1.0583352,0.600942,2.1136785,1.2701982,,,,2.0,,,,66.0,0.0,8,5,3,66.0,0.0,2.0,7.0,5,1,2,66.0,,,,,2,,,2.0,4.0,1,,1,1,Other,6666.0,2,1,2,1947,,63,,,,,,4.0,,South West (England),,2010,0
ESS5e03_6,5,3.6,18.08.2025,11402688,GB,1.0583352,0.94670373,2.1136785,2.0010273,,,,0.0,,,,2.0,4.0,4,6,0,66.0,0.0,2.0,3.0,9,5,3,1.0,,,,,3,,,2.0,2.0,1,,1,2,Church of England / Anglican,6666.0,2,1,2,1927,,83,,,,,,2.0,,South West (England),,2010,4
ESS5e03_6,5,3.6,18.08.2025,11402712,GB,1.0583352,0.94670373,2.1136785,2.0010273,,,,0.0,,,,1.0,4.0,7,7,7,66.0,0.0,5.0,7.0,7,4,3,1.0,,,,,3,,,2.0,3.0,1,,1,2,Not applicable,6666.0,2,1,2,1933,,77,,,,,,2.0,,South West (England),,2010,2
ESS5e03_6,5,3.6,18.08.2025,11402738,GB,1.0583352,0.9975634,2.1136785,2.1085284,,,,7.0,,,,1.0,1.0,6,5,7,2.0,2.0,1.0,2.0,7,5,6,2.0,,,,,2,,,2.0,2.0,2,,1,2,Roman Catholic,6666.0,3,2,1,1976,,34,,,,,,2.0,,South West (England),,2010,2
ESS5e03_6,5,3.6,18.08.2025,11402761,GB,1.0583352,2.6412618,2.1136785,5.582778,,,,1.0,,,,1.0,1.0,6,5,4,0.0,2.0,2.0,6.0,5,7,7,1.0,,,,,3,,,2.0,2.0,1,,1,2,Not applicable,6666.0,4,2,1,1971,,39,,,,,,2.0,,South West (England),,2010,0
ESS5e03_6,5,3.6,18.08.2025,11402779,GB,1.5875027,1.406573,2.1136785,2.9730432,,,,5.0,,,,66.0,0.0,8,9,7,66.0,0.0,1.0,1.0,0,7,4,66.0,,,,,2,,,8.0,2.0,2,,2,1,Not applicable,6666.0,3,2,2,1985,,25,,,,,,5.0,,South West (England),,2010,-5
ESS5e03_6,5,3.6,18.08.2025,11402787,GB,0.5291676,0.3085596,2.1136785,0.65219575,,,,7.0,,,,2.0,4.0,8,7,5,4.0,5.0,3.0,6.0,8,8,5,1.0,,,,,3,,,2.0,4.0,1,,1,2,Church of England / Anglican,6666.0,1,2,6,1930,,80,,,,,,5.0,,South West (England),,2010,3
ESS5e03_6,5,3.6,18.08.2025,11402803,GB,1.0583352,0.94670373,2.1136785,2.0010273,,,,6.0,,,,1.0,2.0,5,7,7,2.0,4.0,6.0,7.0,6,7,5,1.0,,,,,2,,,2.0,3.0,2,,1,2,Roman Catholic,6666.0,2,1,2,1935,,75,,,,,,1.0,,South West (England),,2010,1
ESS5e03_6,5,3.6,18.08.2025,11502815,GB,1.0583352,0.6171192,2.1136785,1.3043915,,,,6.0,,,,66.0,0.0,5,6,5,0.0,3.0,4.0,7.0,7,8,7,1.0,,,,,2,,,2.0,2.0,1,,1,2,Not applicable,6666.0,2,2,1,1943,,67,,,,,,1.0,,South West (England),,2010,2
ESS5e03_6,5,3.6,18.08.2025,11502823,GB,1.0583352,0.6896013,2.1136785,1.4575955,,,,0.0,,,,0.0,3.0,7,7,8,66.0,0.0,3.0,7.0,5,5,0,3.0,,,,,4,,,2.0,3.0,1,,1,2,Not applicable,6666.0,2,2,1,1927,,83,,,,,,1.0,,South West (England),,2010,0
ESS5e03_6,5,3.6,18.08.2025,11502831,GB,1.0583352,0.8873097,2.1136785,1.8754873,,,,6.0,,,,1.0,2.0,7,8,7,4.0,7.0,3.0,4.0,5,2,5,66.0,,,,,3,,,2.0,4.0,1,,1,2,Not applicable,6666.0,4,2,1,1959,,52,,,,,,2.0,,South West (England),,2010,0
ESS5e03_6,5,3.6,18.08.2025,11502849,GB,0.5291676,0.3085596,2.1136785,0.65219575,,,,0.0,,,,1.0,2.0,9,6,4,0.0,1.0,2.0,7.0,6,6,7,3.0,,,,,4,,,2.0,2.0,1,,1,2,Church of England / Anglican,6666.0,1,2,6,1927,,83,,,,,,2.0,,South West (England),,2010,1
ESS5e03_6,5,3.6,18.08.2025,11502856,GB,1.0583352,1.1479652,2.1136785,2.4264293,,,,7.0,,,,66.0,0.0,2,4,7,1.0,1.0,2.0,5.0,6,8,6,3.0,,,,,1,,,2.0,3.0,1,,1,2,Not applicable,2.0,3,1,2,1961,,49,,,,,,4.0,,South West (England),,2010,1
ESS5e03_6,5,3.6,18.08.2025,11502872,GB,1.0583352,0.8573291,2.1136785,1.8121179,,,,7.0,,,,66.0,0.0,7,7,6,1.0,2.0,1.0,3.0,6,8,6,1.0,,,,,2,,,2.0,3.0,1,,1,2,Not applicable,2.0,2,2,1,1957,,53,,,,,,2.0,,South West (England),,2010,1
ESS5e03_6,5,3.6,18.08.2025,11502880,GB,1.0583352,1.3028848,2.1136785,2.7538795,,,,5.0,,,,1.0,1.0,6,8,6,4.0,4.0,1.0,7.0,7,5,5,66.0,,,,,1,,,2.0,4.0,1,,1,2,Not applicable,2.0,2,1,2,1967,,43,,,,,,4.0,,South West (England),,2010,2
ESS5e03_6,5,3.6,18.08.2025,11502898,GB,1.0583352,0.600942,2.1136785,1.2701982,,,,0.0,,,,1.0,1.0,7,7,5,1.0,7.0,2.0,7.0,5,4,0,7.0,,,,,2,,,2.0,2.0,1,,1,2,Not applicable,5.0,2,1,2,1941,,69,,,,,,2.0,,South West (England),,2010,0
ESS5e03_6,5,3.6,18.08.2025,11502914,GB,1.0583352,0.94670373,2.1136785,2.0010273,,,,0.0,,,,1.0,2.0,6,6,7,2.0,3.0,4.0,7.0,5,7,5,66.0,,,,,2,,,2.0,3.0,1,,1,2,Church of England / Anglican,6666.0,2,1,2,1937,,73,,,,,,2.0,,South West (England),,2010,0
ESS5e03_6,5,3.6,18.08.2025,11502930,GB,1.0583352,0.66597277,2.1136785,1.4076523,,,,7.0,,,,66.0,0.0,7,5,3,1.0,4.0,1.0,2.0,6,5,3,1.0,,,,,2,,,2.0,1.0,1,,1,2,Not applicable,6666.0,2,1,2,1939,,71,,,,,,2.0,,South West (England),,2010,1
